country,state,abbv,county,city,address,zipcode,loc_no,name,cer_no,date_cer,ownership,lrd,ncs,pts,sps,hhas,sq,sqr
United States,Colorado,CO,Prowers,LAMAR,109 W LEE STREET #15,81052,21752,COLORADO PLAINS HOME HEALTH LLC,67540,2015-10-20,Proprietary,2015-10-20,YES,NO,NO,YES,Not Available,
United States,Colorado,CO,Garfield,GLENWOOD SPRINGS,927 COOPER AVENUE,81602,21352,COLUMBINE HOME HEALTH INC,67403,1997-08-13,Non - Profit Private,2012-08-13,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Denver,DENVER,6850 E EVANS AVE #101,80224,20877,MAHDI HOME HEALTH CARE INC,67408,1999-08-12,Proprietary,2014-08-12,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Denver,DENVER,6795 E TENNESSEE AVE SUITE 225,80224,20877,SUPER HEALTH CARE INC,67443,2004-12-28,Proprietary,2006-12-28,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Denver,DENVER,6825 E TENNESSEE AVE #350,80224,20877,ASTRA HEALTH CARE INC,67467,2008-07-02,Proprietary,2010-07-02,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,El Paso,COLORADO SPRINGS,1040 SOUTH 8TH STREET #201,80905,20477,PROFESSIONAL HOME HEALTH CARE INC,67417,2001-06-10,Proprietary,2003-06-10,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Montezuma,CORTEZ,45 S WASHINGTON ST,81321,20652,PASCO SW INC,67339,2001-07-27,Proprietary,2003-07-27,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Montezuma,CORTEZ,925 S BROADWAY #286,81321,20652,GUARDIAN ANGEL HOME HEALTH,67470,2008-08-13,Proprietary,2010-08-13,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Douglas,CASTLE ROCK,312 WILCOX STREET SUITE 204,80104,20377,LIFESPRING HOME CARE,67420,2002-01-29,Proprietary,2004-01-29,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Colorado,CO,Douglas,CASTLE ROCK,823 S PERRY ST STE 220,80104,20377,HEALING HEARTS HOME HEALTH LLC,67505,2012-11-16,Proprietary,2014-11-16,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Douglas,CASTLE ROCK,333 PERRY ST SUITE 250,80104,20377,RESTORE HOME HEALTH LLC,67530,2015-05-18,Proprietary,2015-05-18,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Montrose,MONTROSE,300 NORTH CASCADE SUITE T-9,81401,21952,VOLUNTEERS OF AMERICA HOME HEALTH OF WESTERN COLO,67421,2002-01-31,Non - Profit Religious,2004-01-31,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Colorado,CO,Montrose,MONTROSE,100 TESSITORE CT UNIT A,81401,21952,CIMARRON HOME HEALTH,67523,2014-07-22,Proprietary,2016-07-22,YES,YES,NO,YES,Not Available,
United States,Colorado,CO,Montrose,MONTROSE,501 A S TOWNSEND AVE,81401,21952,PASCO/SW,67535,2015-09-16,Proprietary,2015-09-16,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Jefferson,GOLDEN,2801 YOUNGFIELD ST SUITE 360,80401,21377,ACCELERATED HOME HEALTHCARE INC,67431,2003-05-21,Proprietary,2005-05-21,YES,YES,NO,YES,Not Available,
United States,Colorado,CO,Moffat,CRAIG,487 YAMPA AVENUE,81625,20677,CENTENNIAL HOME CARE,67440,2004-09-09,Proprietary,2006-09-09,YES,YES,NO,YES,Worse Than Expected,1.0 - 2.5
United States,Colorado,CO,Denver,DENVER,2460 WEST 26TH AVE STE 480-C,80211,20802,ACCENTCARE HOME HEALTH OF MOUNTAIN VALLEY LLC,67445,2005-02-02,Non - Profit Private,2007-02-02,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Colorado,CO,Denver,DENVER,2460 WEST 26TH AVE SUITE 217C,80211,20802,MAXIM HEALTHCARE SERVICES,67486,2010-11-05,Proprietary,2012-11-05,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,El Paso,COLORADO SPRINGS,910 PINON RANCH VIEW SUITE 211,80907,20527,ENCOMPASS HOME HEALTH OF COLORADO,67449,2005-05-27,Proprietary,2007-05-27,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Colorado,CO,El Paso,COLORADO SPRINGS,910 PINON RANCH VIEW SUITE 211,80907,20527,ENCOMPASS HOME HEALTH OF COLORADO,67462,2006-08-17,Proprietary,2008-08-17,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,El Paso,COLORADO SPRINGS,1355 GARDEN OF THE GODS RD SUITE 130,80907,20527,MGA HOME HEALTHCARE COLORADO INC,67487,2010-12-13,Proprietary,2012-12-13,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Denver,DENVER,8973 E KENYON AVENUE,80237,20952,HUMAN TOUCH HOME HEALTH CARE AGENCY INC DENVER,67452,2005-07-29,Proprietary,2007-07-29,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Denver,DENVER,4380 SOUTH SYRACUSE ST STE 600,80237,20952,OPTIMAL HOME CARE INC,67453,2005-08-25,Proprietary,2007-08-25,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Denver,DENVER,8055 E TUFTS AVE #250,80237,20952,247 HOME HEALTH CARE LTD,67504,2012-11-15,Proprietary,2014-11-15,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Denver,DENVER,3540 S POPLAR ST STE 202,80237,20952,GOLDLEAF HOMEHEALTH LLC,67537,2015-09-21,Proprietary,2015-09-21,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Jefferson,LAKEWOOD,963 S KIPLING,80226,21702,ACARIA INC,67450,2005-08-05,Proprietary,2007-08-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Chaffee,BUENA VISTA,301 STATE HIGHWAY 24 NORTH,81211,20327,PREMIER HOME CARE INC,67455,2006-01-11,Proprietary,2008-01-11,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Larimer,LOVELAND,391 N DENVER AVE,80537,21877,TENDER CARE PEDIATRIC SERVICES INC,67463,2006-12-06,Proprietary,2008-12-06,YES,YES,NO,YES,Not Available,
United States,Colorado,CO,Larimer,LOVELAND,1562 TAURUS COURT,80537,21877,VITALITY HOME HEALTHCARE,67500,2012-08-06,Proprietary,2014-08-06,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Boulder,LAFAYETTE,2594 TRAILRIDGE DRIVE EAST #A,80026,21652,TRU COMMUNITY CARE,67464,2007-08-20,Non - Profit Private,2009-08-20,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Boulder,LAFAYETTE,1455 DIXON AVE #200,80026,21652,INTERIM HEALTHCARE,67483,2009-10-30,Proprietary,2011-10-30,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Otero,LA JUNTA,317 WEST 3RD  STE 100,81050,21627,MAXIM HEALTHCARE SERVICES INC,67466,2008-05-21,Proprietary,2010-05-21,YES,YES,NO,YES,Not Available,
United States,Colorado,CO,El Paso,COLORADO SPRINGS,2950 PROFESSIONAL PLC STE 201,80904,20452,BRIDGES COMMUNITY HOMECARE OF COLORADO SPRINGS LLC,67468,2008-07-17,Proprietary,2010-07-17,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Arapahoe,AURORA,1800 SOUTH POTOMAC STREET,80012,20177,AHC HOME HEALTH OF COLORADO LLC,67475,2008-10-18,Proprietary,2010-10-18,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Arapahoe,AURORA,1450 S HAVANA STREET UNIT 410,80012,20177,COLORADO FAMILY QUALITY HOME CARE,67541,2015-11-23,Proprietary,2015-11-23,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Denver,DENVER,7535 E HAMPDEN AVE SUITE 625,80231,20927,SUNRISE HOME HEALTH CARE LLC,67474,2008-10-23,Proprietary,2010-10-23,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Denver,DENVER,1602 S PARKER RD STE 200,80231,20927,INTEGRITY HOME HEALTH INC,67493,2011-09-21,Proprietary,2013-09-21,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Denver,DENVER,10200 E GIRARD AVENUE SUITE C241,80231,20927,PROFESSIONAL HOME HEALTH CARE INC,67513,2013-10-21,Proprietary,2015-10-21,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Denver,DENVER,1602 S PARKER RD STE 202,80231,20927,JOURNEY'S HOME HEALTH LLC,67515,2014-01-02,Proprietary,2016-01-02,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Denver,DENVER,1602 S PARKER RD SUITE 310,80231,20927,ADDIS HOME HEALTH CARE LLC,67519,2014-01-14,Proprietary,2016-01-14,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Denver,DENVER,1602 S PARKER ROAD SUITE 301,80231,20927,ALTERNATIVE CHOICE HOME CARE NURSING LLC,67539,2015-10-13,Proprietary,2015-10-13,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Denver,DENVER,1602 S PARKER RD STE 312,80231,20927,FAMILY HOME HEALTH CARE INC,67543,2015-10-30,Proprietary,2015-10-30,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Denver,DENVER,1602 S PARKER RD SUITE 115,80231,20927,FAME HEALTH CARE SERVICES INC,67544,2016-02-11,Proprietary,2016-02-11,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Denver,DENVER,9745 E HAMPDEN AVE SUITE 402,80231,20927,ABSOLUTE HOME CARE LLC,67545,2016-04-12,Proprietary,2016-04-12,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Larimer,FORT COLLINS,301 N HOWES STREET STE 110,80521,21127,EVERGREEN HOME HEALTHCARE LLC,67477,2008-11-12,Proprietary,2010-11-12,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Larimer,FORT COLLINS,1730 SOUTH COLLEGE AVENUE #304,80525,21177,ENCOMPASS HOME HEALTH OF COLORADO,67478,2009-01-14,Proprietary,2011-01-14,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Colorado,CO,Larimer,FORT COLLINS,3665 JFK PARKWAY SUITE 330,80525,21177,MAXIM HEALTHCARE SERVICES INC,67502,2012-03-15,Proprietary,2014-03-15,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Larimer,FORT COLLINS,3500 JOHN F KENNEDY  PARKWAY STE 325,80525,21177,BAYADA HOME HEALTH CARE INC,67506,2012-11-26,Proprietary,2014-11-26,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Adams,WESTMINSTER,9101 HARLAN STREET #135,80031,22277,COVENANTCARE AT HOME,67482,2009-10-30,Non - Profit Religious,2011-10-30,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Douglas,PARKER,10450 SOUTH PROGRESS WAY UNIT #101,80134,21977,ELITE HOME HEALTH CARE,67489,2011-04-14,Proprietary,2013-04-14,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Douglas,PARKER,11479 S PINE DRIVE SUITE 1,80134,21977,HAAKSMA SPEECH PATHOLOGY INC,67536,2015-07-17,Proprietary,2015-07-17,YES,NO,YES,NO,Not Available,
United States,Colorado,CO,Adams,WESTMINSTER,1235 W 124TH AVE #102,80234,22302,EVERGREEN HOME HEALTHCARE LLC,67496,2012-02-02,Proprietary,2014-02-02,YES,YES,NO,YES,Not Available,
United States,Colorado,CO,Jefferson,BROOMFIELD,12303 AIRPORT WAY SUITE 200,80021,20302,ALWAYS BEST CARE HOME HEALTH,67497,2012-03-06,Proprietary,2014-03-06,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Denver,LAKEWOOD,2525 S WADSWORTH BLVD SUITE 303,80227,21727,HANDPRINTS HOME HEALTH,67498,2012-03-07,Proprietary,2014-03-07,YES,YES,YES,NO,Not Available,
United States,Colorado,CO,Denver,DENVER,495 UINTA WAY SUITE 140,80230,20902,SOLACE HEALTHCARE INC,67503,2012-09-20,Proprietary,2014-09-20,YES,YES,YES,NO,Not Available,
United States,Colorado,CO,Weld,GREELEY,32708 BRAVO POINT,80631,21502,TENDER HEARTS HOME HEALTHCARE LLC,67508,2013-01-24,Proprietary,2015-01-24,YES,YES,NO,YES,Not Available,
United States,Colorado,CO,Arapahoe,CENTENNIAL,7853 E ARAPAHOE COURT SUITE 1100,80112,20402,VITAL WELLNESS HOME HEALTH,67516,2013-11-25,Proprietary,2015-11-25,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,El Paso,COLORADO SPRINGS,5426 N ACADEMY BLVD SUITE 200,80918,20602,BENEFIT HOME HEALTH CARE,67517,2014-02-06,Proprietary,2016-02-06,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,El Paso,COLORADO SPRINGS,6165 LEHMAN DRIVE SUITE 102,80918,20602,HOMEWATCH CAREGIVERS OF COLORADO SPRINGS,67526,2015-02-06,Proprietary,2015-02-06,YES,NO,NO,YES,Not Available,
United States,Colorado,CO,El Paso,COLORADO SPRINGS,1980 DOMINION WAY SUITE 101,80918,20602,ABODE HOME HEALTH OF COLORADO,67528,2015-02-26,Proprietary,2015-02-26,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Montezuma,LEWIS,21262 ROAD 20,81327,21827,GIVEN' HOME HEALTH PC,67525,2014-12-03,Proprietary,2016-12-03,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Adams,THORNTON,445 E 124TH AVE,80241,22202,INNOVAGE HOME HEALTH,67533,2015-04-16,Non - Profit Private,2015-04-16,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Larimer,WINDSOR,8010 S COUNTY RD 5 UNIT 101,80528,22352,ALEXANDER HOME HEALTHCARE LLC,67534,2015-07-20,Proprietary,2015-07-20,YES,YES,NO,YES,Not Available,
United States,Colorado,CO,Larimer,FT COLLINS,3675 S COLLEGE AVENUE SUITE 16,80525,21277,ABILITY HOME HEALTH CARE,67546,2016-05-03,Proprietary,2016-05-03,YES,YES,YES,YES,Not Available,
United States,Colorado,CO,Denver,DENVER,390 GRANT STREET,80203,20727,COLORADO VNA LLC,67002,1966-07-01,Non - Profit Private,1996-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Routt,STEAMBOAT SPRINGS,480 ROLLINGSTONE DR,80487,22152,NORTHWEST COLORADO HEALTH,67004,1966-07-01,Non - Profit Private,1996-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Colorado,CO,Bent,LAS ANIMAS,701 PARK AVENUE,81054,21777,BENT COUNTY PUBLIC HEALTH,67015,1966-10-19,Government - State/ County,1996-10-19,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,St. Louis,DULUTH,3900 LONDON ROAD,55804,69127,ECUMEN HOME CARE - LAKESHORE,247040,1967-06-07,Non - Profit Other,1997-06-07,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Cass,WALKER,BOX 519 400 MICHIGAN AVENUE,56484,71727,CASS CO PUBLIC HEALTH SERVICES,247047,1967-12-04,Government - State/ County,1997-12-04,YES,YES,NO,YES,Not Available,
United States,Minnesota,MN,Pipestone,PIPESTONE,916  4TH AVENUE SW,56164,70677,PIPESTONE CO HOME HLTH AGENCY,247049,1968-07-01,Government - Local,1998-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Pennington,THIEF RIVER FALLS,318 NORTH KNIGHT AVENUE,56701,71552,INTER COUNTY NURSING SERVICE,247055,1969-11-20,Government - State/ County,1999-11-20,YES,YES,YES,YES,Not Available,
United States,Minnesota,MN,Le Sueur,LE CENTER,88 SOUTH PARK AVENUE,56057,69827,LE SUEUR COUNTY PUBLIC HEALTH,247056,1969-12-22,Government - State/ County,1999-12-22,YES,YES,YES,YES,Not Available,
United States,Minnesota,MN,Beltrami,BEMIDJI,616 AMERICA AVENUE NORTHWEST SUITE 340,56601,68377,BELTRAMI COUNTY HEALTH & HUMAN SERVICES,247057,1970-01-13,Government - Local,2000-01-13,YES,NO,NO,YES,Not Available,
United States,Minnesota,MN,Beltrami,BEMIDJI,3201 PINE RIDGE AVE NW STE A,56601,68377,SANFORD BEMIDJI HOME CARE AND HOSPICE,247215,1986-03-07,Non - Profit Other,2006-03-07,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Todd,LONG PRAIRIE,212 2ND AVENUE SOUTH,56347,69902,TODD COUNTY PHNS,247061,1970-12-08,Government - State/ County,2000-12-08,YES,YES,YES,YES,Not Available,
United States,Minnesota,MN,Brown,NEW ULM,1117 CENTER STREET,56073,70402,BROWN COUNTY PUBLIC HEALTH,247063,1971-05-26,Government - State/ County,2001-05-26,YES,NO,NO,YES,Not Available,
United States,Minnesota,MN,Brown,NEW ULM,1314 8TH STREET NORTH,56073,70402,OAK HILLS LIVING CENTER HOME CARE,248112,2010-07-21,Non - Profit Private,2012-07-21,YES,YES,NO,YES,Not Available,
United States,Minnesota,MN,Houston,CALEDONIA,611 VISTA DRIVE SUITE 1,55921,68702,HOUSTON COUNTY PUBLIC HEALTH NURSING SERVICE,247074,1975-12-23,Government - State/ County,2005-12-23,YES,YES,NO,YES,Not Available,
United States,Minnesota,MN,Hennepin,MINNEAPOLIS,2450  26TH AVENUE SOUTH,55406,70077,FAIRVIEW HOME CARE AND HOSPICE,247078,1976-11-26,Non - Profit Private,2006-11-26,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Minnesota,MN,Hennepin,MINNEAPOLIS,3355 HIAWATHA AVENUE SOUTH STE 110,55406,70077,SERENITY HEALTH CARE SERVICES,248134,2013-10-04,Proprietary,2015-10-04,YES,YES,NO,YES,Not Available,
United States,Minnesota,MN,Jackson,JACKSON,402 WHITE STREET STE 201,56143,69777,DES MOINES VALLEY HEALTH & HS,247079,1977-01-04,Government - Local,2007-01-04,YES,YES,YES,YES,Not Available,
United States,Minnesota,MN,Renville,OLIVIA,105 SOUTH 5TH STREET SUITE 119H,56277,70502,RENVILLE COUNTY PHNS,247080,1977-05-06,Government - State/ County,2007-05-06,YES,YES,NO,YES,Not Available,
United States,Minnesota,MN,Ramsey,ROSEVILLE,2685 LONG LAKE ROAD SUITE 105,55113,70977,HEARTLAND HOME HC AND HOSPICE,247082,1977-09-01,Proprietary,2007-09-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Ramsey,ROSEVILLE,2778 CLEVELAND AVENUE NORTH,55113,70977,INTREPID USA HEALTHCARE SERVICES,247093,1979-03-09,Proprietary,2009-03-09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Ramsey,ROSEVILLE,2680 ARTHUR STREET,55113,70977,INTERIM HEALTHCARE OF THE TWIN CITIES,247104,1981-07-15,Proprietary,2001-07-15,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Minnesota,MN,Ramsey,ROSEVILLE,1970 OAKCREST AVENUE,55113,70977,GENTIVA HEALTH SERVICES,247145,1983-09-23,Proprietary,2003-09-23,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Ramsey,ROSEVILLE,563 COUNTY ROAD B,55113,70977,GOOD SAMARITAN HOME CARE,247024,1994-03-30,Non - Profit Religious,2009-03-30,YES,YES,YES,YES,Not Available,
United States,Minnesota,MN,Ramsey,ROSEVILLE,2980 RICE STREET,55113,70977,REGENCY HOME HEALTHCARE SRVCS,248081,2004-05-14,Proprietary,2006-05-14,YES,YES,NO,YES,Not Available,
United States,Minnesota,MN,Clearwater,BAGLEY,212 MAIN AVENUE NORTH,56621,68327,CLEARWATER CO NSG SERVICE,247083,1978-01-01,Government - State/ County,2008-01-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Ramsey,ROSEVILLE,1910 WEST COUNTY ROAD D,55112,70952,PRESBYTERIAN HOMES HOME CARE,247087,1978-03-15,Non - Profit Religious,2008-03-15,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Anoka,COON RAPIDS,199 COON RAPIDS BOULEVARD STE 111,55433,68927,ECUMEN HOME CARE - TWIN CITIES,247089,1978-09-08,Proprietary,2008-09-08,YES,YES,YES,YES,Not Available,
United States,Minnesota,MN,Roseau,ROSEAU,715 DELMORE DRIVE,56751,70927,LIFECARE HOME CARE,247094,1979-04-19,Non - Profit Private,2009-04-19,YES,YES,YES,YES,Not Available,
United States,Minnesota,MN,Becker,WHITE EARTH,26246 CRANE ROAD,56591,71777,WHITE EARTH HOME HEALTH,247096,1980-01-14,Government - Local,2000-01-14,YES,YES,YES,YES,Not Available,
United States,Minnesota,MN,St. Louis,DULUTH,220 NORTH SIXTH AVENUE EAST,55805,69152,ST LUKES HOME CARE,247098,1980-05-22,Non - Profit Private,2000-05-22,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Kittson,HALLOCK,1010 SOUTH BIRCH,56728,69652,KITTSON MEMORIAL HOME HEALTHCARE,247103,1981-04-23,Non - Profit Private,2001-04-23,YES,YES,YES,YES,Not Available,
United States,Minnesota,MN,Hennepin,MINNEAPOLIS,2525 CHICAGO AVENUE SOUTH,55404,70027,CHILDRENS HOME CARE AND HOSPICE,247110,1981-08-28,Non - Profit Other,2001-08-28,YES,NO,NO,NO,Not Available,
United States,Minnesota,MN,Hennepin,MINNEAPOLIS,2500 MINNEHAHA AVENUE SOUTH,55404,70027,FAMILY CARE SERVICES INC,248077,2002-04-19,Proprietary,2004-04-19,YES,YES,YES,YES,Not Available,
United States,Minnesota,MN,Hennepin,MINNEAPOLIS,3638 CENTRAL AVENUE NE,55418,70202,ALL HOMECARING,247113,1981-11-09,Proprietary,2001-11-09,YES,YES,NO,YES,Not Available,
United States,Minnesota,MN,Lac qui Parle,MADISON,900 SECOND AVENUE,56256,69952,MADISON HOSPITAL HHA,247111,1982-02-25,Non - Profit Religious,2002-02-25,YES,YES,YES,YES,Not Available,
United States,Minnesota,MN,Stearns,SAINT CLOUD,2035 15TH STREET NORTH  SUITE 110,56303,71052,CENTRACARE HEALTH HOME CARE,247117,1982-04-16,Non - Profit Religious,2002-04-16,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Minnesota,MN,Stearns,SAINT CLOUD,3400 1ST STREET NORTH,56303,71052,RECOVER HEALTH,247185,1984-08-08,Proprietary,2004-08-08,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Yellow Medicine,GRANITE FALLS,345 TENTH AVENUE,56241,69627,GRANITE FALLS MUN HOSP & MANOR,247120,1982-11-17,Government - Local,2002-11-17,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Todd,STAPLES,401 EAST PRAIRIE AVENUE,56479,71477,LAKEWOOD HEALTH SYSTEM HOME CARE & HOSPICE,247124,1982-12-28,Non - Profit Other,2002-12-28,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Dakota,INVER GROVE HEIGHTS,6205 CROSSMAN LANE,55076,69752,SPECTRUM COMMUNITY HEALTH INC,247127,1983-01-27,Proprietary,2003-01-27,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Kanabec,MORA,905 EAST FOREST AVENUE SUITE 127,55051,70352,KANABEC PINE COMMUNITY HEALTH,247126,1983-02-24,Government - State/ County,2003-02-24,YES,YES,YES,NO,Not Available,
United States,Minnesota,MN,Stearns,SARTELL,520 FIRST STREET NORTHEAST,56377,71277,COUNTRY MANOR EXTENDED SERVICES,247137,1983-05-05,Non - Profit Other,2003-05-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Kandiyohi,NEW LONDON,22 CENTRAL AVE E PO BOX 414,56273,70377,LAKE REGION HOME HEALTH,247133,1983-06-30,Proprietary,2003-06-30,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Rice,NORTHFIELD,1604 RIVERVIEW DRIVE,55057,70477,NORTHFIELD HOME CARE,247138,1983-10-17,Government - Local,2003-10-17,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Rice,NORTHFIELD,815 FOREST AVENUE,55057,70477,HOME CARE LINK,247021,1994-03-24,Non - Profit Other,2009-03-24,YES,YES,YES,YES,Not Available,
United States,Minnesota,MN,Hennepin,SAINT LOUIS PARK,6500 EXCELSIOR BOULEVARD,55426,71077,PARK NICOLLET METHODIST HOSPITAL CARE SVCS,247151,1983-12-01,Non - Profit Private,2003-12-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Hennepin,SAINT LOUIS PARK,2257 LOUISIANA AVENUE SOUTH,55426,71077,EVERYTIME HOME CARE,248076,2002-04-18,Proprietary,2004-04-18,YES,YES,YES,YES,Not Available,
United States,Minnesota,MN,Yellow Medicine,CLARKFIELD,1012 12TH AVENUE SUITE 201,56223,68827,CLARKFIELD HOME HEALTH AGENCY,247152,1984-02-07,Government - Local,2004-02-07,YES,YES,YES,YES,Not Available,
United States,Minnesota,MN,Lincoln,HENDRICKS,503 EAST LINCOLN STREET,56136,69677,HENDRICKS COMMUNITY HOSPITAL ASSN & RETIREMENT HOM,247158,1984-03-12,Non - Profit Other,2004-03-12,YES,YES,YES,YES,Not Available,
United States,Minnesota,MN,Hennepin,EDINA,7300 METRO BLVD STE 625,55439,69277,INTREPID USA HEALTHCARE SERVICES,247154,1984-03-19,Proprietary,2004-03-19,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Mower,AUSTIN,1200 12TH STREET SOUTHWEST,55912,68302,SACRED HEART HOME HEALTH CARE,247156,1984-04-10,Non - Profit Religious,2004-04-10,YES,YES,YES,YES,Not Available,
United States,Minnesota,MN,Olmsted,ROCHESTER,2746 SUPERIOR DR NW SUITE 200,55901,70852,COMFORT HEALTH,247161,1984-04-25,Proprietary,2004-04-25,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Minnesota,MN,Olmsted,ROCHESTER,211 SECOND STREET NORTHWEST,55901,70852,CHARTER HOUSE HOME HLTH AGENCY,247195,1985-04-19,Non - Profit Private,2005-04-19,YES,YES,YES,YES,Not Available,
